EventID,Timestamp,Protocal,Source IP,Source Port,Destination IP,Destination Port
530,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
531,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
532,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
533,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
534,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
535,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
536,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
537,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
538,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
539,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
540,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
541,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
542,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
543,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
544,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
545,2024-12-21 16:49:47,udp,127.0.0.1,49356,127.0.0.53,53
546,2024-12-21 16:49:47,udp,127.0.0.1,25893,127.0.0.53,53
547,2024-12-21 16:49:47,udp,127.0.0.1,11627,127.0.0.53,53
548,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
549,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
550,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
551,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
552,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
553,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
554,2024-12-21 16:49:47,udp,127.0.0.1,49356,127.0.0.53,53
555,2024-12-21 16:49:47,udp,127.0.0.1,25893,127.0.0.53,53
556,2024-12-21 16:49:47,udp,127.0.0.1,11627,127.0.0.53,53
557,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
558,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
559,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
560,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
561,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
562,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
563,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
564,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,25893
565,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,49356
566,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,25893
567,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,49356
568,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
569,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
570,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,11627
571,2024-12-21 16:49:47,udp,127.0.0.53,53,127.0.0.1,11627
572,2024-12-21 16:49:47,icmp,127.0.0.1,,127.0.0.53,
573,2024-12-21 16:49:47,icmp,127.0.0.1,,127.0.0.53,
574,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
575,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
576,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
577,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
578,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
579,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
580,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
581,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
582,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
583,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
584,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
585,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
586,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
587,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
588,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
589,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
590,2024-12-21 16:49:47,icmp,192.168.43.13,,192.168.43.41,
591,2024-12-21 16:49:47,icmp,192.168.43.41,,192.168.43.13,
592,2024-12-21 16:49:47,tcp,20.50.73.10,443,192.168.43.41,38592
593,2024-12-21 16:49:47,tcp,192.168.43.41,38592,20.50.73.10,443
594,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
595,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
596,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
597,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
598,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
599,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
600,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
601,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
602,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
603,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
604,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
605,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
606,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
607,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
608,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
609,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
610,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
611,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
612,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
613,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
614,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
615,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
616,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
617,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
618,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
619,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
620,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
621,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
622,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
623,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
624,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
625,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
626,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
627,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
628,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
629,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
630,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
631,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
632,2024-12-21 16:49:48,tcp,20.50.73.10,443,192.168.43.41,38592
633,2024-12-21 16:49:48,tcp,192.168.43.41,38592,20.50.73.10,443
634,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
635,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
636,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
637,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
638,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
639,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
640,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
641,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
642,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
643,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
644,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
645,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
646,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
647,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
648,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
649,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
650,2024-12-21 16:49:48,icmp,192.168.43.13,,192.168.43.41,
651,2024-12-21 16:49:48,icmp,192.168.43.41,,192.168.43.13,
652,2024-12-21 16:49:49,tcp,20.50.73.10,443,192.168.43.41,38592
653,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
654,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
655,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
656,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
657,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
658,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
659,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
660,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
661,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
662,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
663,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
664,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
665,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
666,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
667,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
668,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
669,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
670,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
671,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
672,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
673,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
674,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
675,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
676,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
677,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
678,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
679,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
680,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
681,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
682,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
683,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
684,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
685,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
686,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
687,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
688,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
689,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
690,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
691,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
692,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
693,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
694,2024-12-21 16:49:49,tcp,192.168.43.41,38592,20.50.73.10,443
695,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
696,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
697,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
698,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
699,2024-12-21 16:49:49,icmp,192.168.43.13,,192.168.43.41,
700,2024-12-21 16:49:49,icmp,192.168.43.41,,192.168.43.13,
701,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
702,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
703,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
704,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
705,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
706,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
707,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
708,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
709,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
710,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
711,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
712,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
713,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
714,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
715,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
716,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
717,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
718,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
719,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
720,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
721,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
722,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
723,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
724,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
725,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
726,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
727,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
728,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
729,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
730,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
731,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
732,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
733,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
734,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
735,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
736,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
737,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
738,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
739,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
740,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
741,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
742,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
743,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
744,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
745,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
746,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
747,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
748,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
749,2024-12-21 16:49:50,tcp,20.50.73.10,443,192.168.43.41,38592
750,2024-12-21 16:49:50,tcp,192.168.43.41,38592,20.50.73.10,443
751,2024-12-21 16:49:50,icmp,192.168.43.13,,192.168.43.41,
752,2024-12-21 16:49:50,icmp,192.168.43.41,,192.168.43.13,
753,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
754,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60472
755,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
756,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
757,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60472
758,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60472
759,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
760,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
761,2024-12-21 16:50:37,tcp,192.168.43.13,60480,192.168.43.41,5000
762,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60472
763,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60472
764,2024-12-21 16:50:37,tcp,192.168.43.41,5000,192.168.43.13,60480
765,2024-12-21 16:50:37,tcp,192.168.43.13,60472,192.168.43.41,5000
766,2024-12-21 16:50:37,tcp,192.168.43.13,60480,192.168.43.41,5000
767,2024-12-21 16:50:37,tcp,192.168.43.13,60480,192.168.43.41,5000
768,2024-12-21 16:50:37,tcp,192.168.43.13,60480,192.168.43.41,5000
769,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
770,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,54386
771,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
772,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
773,2024-12-21 16:51:13,tcp,192.168.43.13,54388,192.168.43.41,5000
774,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,54386
775,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,54386
776,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,54388
777,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
778,2024-12-21 16:51:13,tcp,192.168.43.13,54388,192.168.43.41,5000
779,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
780,2024-12-21 16:51:13,tcp,192.168.43.13,46854,192.168.43.41,5000
781,2024-12-21 16:51:13,tcp,192.168.43.13,54388,192.168.43.41,5000
782,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,54386
783,2024-12-21 16:51:13,tcp,192.168.43.41,5000,192.168.43.13,46854
784,2024-12-21 16:51:13,tcp,192.168.43.13,54386,192.168.43.41,5000
785,2024-12-21 16:51:13,tcp,192.168.43.13,46854,192.168.43.41,5000
786,2024-12-21 16:51:14,tcp,192.168.43.13,54388,192.168.43.41,5000
787,2024-12-21 16:51:34,tcp,20.168.20.125,20,192.168.43.41,5000
788,2024-12-21 16:51:34,tcp,192.168.43.41,5000,20.168.20.125,20
789,2024-12-21 16:51:57,icmp,192.168.43.41,,8.8.8.8,
790,2024-12-21 16:51:57,icmp,8.8.8.8,,192.168.43.41,
